     -1.19       0.39
     -0.93       0.39
     -0.28       1.85
      0.05       0.40
     -0.20       0.48
     -0.20      -0.79
      0.25      -0.06
     -1.20       0.10
      0.98       0.05
     -2.04       1.25

     -1.19       0.39
     -0.93       0.39
     -0.28       1.85
      0.05       0.40
     -0.20       0.48
     -0.20      -0.79
      0.95       0.16
     -1.20       0.10
      0.28      -0.17
     -2.04       1.25

      1.19       0.39
     -0.93       0.39
     -0.28       1.85
      0.05       0.40
     -0.20       0.48
     -0.20      -0.79
      0.95       0.16
     -1.20       0.10
      0.28      -0.17
     -2.04       1.25

      1.19       0.39
     -0.93       0.39
     -0.28       1.85
      0.05      -0.40
     -0.20       0.48
     -0.20      -0.79
      0.95       0.16
     -1.20       0.10
      0.28      -0.17
     -2.04       1.25

      1.19       0.39
     -0.93       0.39
     -0.28       1.85
      0.05      -0.40
     -0.20       0.48
     -0.20      -0.79
      0.95       0.16
     -1.20       0.10
     -1.46       1.77
     -0.30      -0.69

     -1.35       0.21
     -0.93       0.39
     -0.28       1.85
      0.05      -0.40
     -0.20       0.48
     -0.20      -0.79
      0.95       0.16
     -1.20       0.10
      1.08       1.95
     -0.30      -0.69

     -1.35       0.21
     -0.93       0.39
     -0.28       1.85
      0.05      -0.40
     -0.20       0.48
      0.20      -0.79
      0.95       0.16
     -1.20       0.10
      1.08       1.95
     -0.30      -0.69

     -1.35       0.21
     -0.93       0.39
     -0.28       1.85
      0.05      -0.40
     -0.20       0.48
      0.20       0.79
      0.95       0.16
     -1.20       0.10
      1.08       1.95
     -0.30      -0.69

     -1.35       0.21
     -0.93       0.39
     -0.28       1.85
      0.05      -0.40
     -0.20       0.48
      0.20       0.79
      0.95       0.16
     -1.20       0.10
      1.08      -1.95
     -0.30      -0.69

      1.35       0.21
     -0.93       0.39
     -0.28       1.85
      0.05      -0.40
     -0.20       0.48
      0.20       0.79
      0.95       0.16
     -1.20       0.10
      1.08      -1.95
     -0.30      -0.69

      1.35       0.21
     -0.93       0.39
     -0.28       1.85
      0.05      -0.40
      0.25       0.60
     -0.25       0.66
      0.95       0.16
     -1.20       0.10
      1.08      -1.95
     -0.30      -0.69

     -0.14       1.97
     -0.93       0.39
      1.21       0.10
      0.05      -0.40
      0.25       0.60
     -0.25       0.66
      0.95       0.16
     -1.20       0.10
      1.08      -1.95
     -0.30      -0.69

     -0.14       1.97
     -0.93       0.39
      0.13      -1.05
      0.05      -0.40
      0.25       0.60
     -0.25       0.66
      0.95       0.16
     -1.20       0.10
      2.16      -0.80
     -0.30      -0.69

     -0.14       1.97
     -0.93       0.39
      0.13      -1.05
      0.05      -0.40
      0.25       0.60
      0.25       0.66
      0.95       0.16
     -1.20       0.10
      2.16      -0.80
     -0.30      -0.69

     -0.14       1.97
     -0.93       0.39
      0.13      -1.05
      0.85      -0.51
      0.25       0.60
      0.25       0.66
      0.15       0.27
     -1.20       0.10
      2.16      -0.80
     -0.30      -0.69

     -0.14      -1.97
     -0.93       0.39
      0.13      -1.05
      0.85      -0.51
      0.25       0.60
      0.25       0.66
      0.15       0.27
     -1.20       0.10
      2.16      -0.80
     -0.30      -0.69

     -0.14      -1.97
     -0.93       0.39
      0.13      -1.05
      0.85      -0.51
      0.25       0.60
      0.25       0.66
      0.15       0.27
     -1.20       0.10
      2.15      -0.60
     -0.29      -0.89

     -0.14      -1.97
     -0.93       0.39
      0.13      -1.05
      0.85      -0.51
      0.25       0.60
      0.25       0.66
      1.42       0.89
     -1.20       0.10
      0.88      -1.22
     -0.29      -0.89

     -0.14      -1.97
     -0.93       0.39
      0.13      -1.05
      0.85      -0.51
      0.25       0.60
      0.25       0.66
      1.42      -0.89
     -1.20       0.10
      0.88      -1.22
     -0.29      -0.89

     -0.14      -1.97
     -0.93       0.39
      0.13      -1.05
     -0.85      -0.51
      0.25       0.60
      0.25       0.66
      1.42      -0.89
     -1.20       0.10
      0.88      -1.22
     -0.29      -0.89

     -0.14      -1.97
     -0.93       0.39
      0.13      -1.05
      1.38      -1.06
      0.25       0.60
      0.25       0.66
     -0.81      -0.35
     -1.20       0.10
      0.88      -1.22
     -0.29      -0.89

      0.14      -1.97
     -0.93       0.39
      0.13      -1.05
      1.38      -1.06
      0.25       0.60
      0.25       0.66
     -0.81      -0.35
     -1.20       0.10
      0.88      -1.22
     -0.29      -0.89

      0.14      -1.97
     -0.93       0.39
      0.13      -1.05
     -1.38      -1.06
      0.25       0.60
      0.25       0.66
     -0.81      -0.35
     -1.20       0.10
      0.88      -1.22
     -0.29      -0.89

      0.14      -1.97
     -0.93       0.39
      0.13      -1.05
     -1.38      -1.06
      0.25       0.60
      0.25       0.66
     -0.04       0.16
     -1.20       0.10
      0.11      -1.74
     -0.29      -0.89

      0.14      -1.97
     -0.93       0.39
      0.13      -1.05
     -0.58      -1.34
      0.25       0.60
      0.25       0.66
     -0.85       0.45
     -1.20       0.10
      0.11      -1.74
     -0.29      -0.89

      0.14      -1.97
      0.75      -0.45
      0.13      -1.05
     -0.58      -1.34
      0.25       0.60
      0.25       0.66
     -0.85       0.45
     -1.20       0.10
     -1.57      -0.90
     -0.29      -0.89

      0.14      -1.97
      0.75      -0.45
     -0.29      -0.89
     -0.58      -1.34
      0.25       0.60
      0.25       0.66
     -0.85       0.45
     -1.20       0.10
     -1.57      -0.90
      0.13      -1.04

      0.14      -1.97
     -0.43      -1.51
     -0.29      -0.89
      0.61      -0.28
      0.25       0.60
      0.25       0.66
     -0.85       0.45
     -1.20       0.10
     -1.57      -0.90
      0.13      -1.04

     -0.65      -1.39
     -0.43      -1.51
      0.50      -1.47
      0.61      -0.28
      0.25       0.60
      0.25       0.66
     -0.85       0.45
     -1.20       0.10
     -1.57      -0.90
      0.13      -1.04

     -0.65      -1.39
     -0.43      -1.51
      0.50      -1.47
      0.61      -0.28
      0.25       0.60
      0.25       0.66
     -0.85       0.45
     -1.20       0.10
     -1.57      -0.90
      0.13       1.04

     -0.65      -1.39
     -0.43      -1.51
     -0.57      -1.13
      0.61      -0.28
      0.25       0.60
      0.25       0.66
     -0.85       0.45
     -1.20       0.10
     -1.57      -0.90
      1.20       0.70

      0.65      -1.39
     -0.43      -1.51
     -0.57      -1.13
      0.61      -0.28
      0.25       0.60
      0.25       0.66
     -0.85       0.45
     -1.20       0.10
     -1.57      -0.90
      1.20       0.70

      0.65      -1.39
     -0.43      -1.51
     -0.57      -1.13
      0.61      -0.28
      0.25       0.60
      0.25       0.66
     -0.85       0.45
     -1.20       0.10
     -1.59       0.66
      1.22      -0.86

     -0.28      -0.72
     -0.43      -1.51
      0.36      -1.79
      0.61      -0.28
      0.25       0.60
      0.25       0.66
     -0.85       0.45
     -1.20       0.10
     -1.59       0.66
      1.22      -0.86

     -0.28      -0.72
     -0.43      -1.51
      0.36      -1.79
      0.61      -0.28
      0.25       0.60
      0.25       0.66
     -0.85      -0.45
     -1.20       0.10
     -1.59       0.66
      1.22      -0.86

      0.28      -0.72
     -0.43      -1.51
      0.36      -1.79
      0.61      -0.28
      0.25       0.60
      0.25       0.66
     -0.85      -0.45
     -1.20       0.10
     -1.59       0.66
      1.22      -0.86

      0.28      -0.72
     -0.43      -1.51
      0.36      -1.79
      0.61      -0.28
      0.25       0.60
      0.25       0.66
     -0.85      -0.45
     -0.33      -1.64
     -1.59       0.66
      0.36       0.88

      0.28      -0.72
      1.03      -0.98
      0.36      -1.79
      0.61      -0.28
      0.25       0.60
      0.25       0.66
     -0.85      -0.45
     -0.33      -1.64
     -1.59       0.66
     -1.10       0.35

      0.28      -0.72
      1.03      -0.98
      0.36      -1.79
     -0.61      -0.28
      0.25       0.60
      0.25       0.66
     -0.85      -0.45
     -0.33      -1.64
     -1.59       0.66
     -1.10       0.35

      0.28      -0.72
      1.03      -0.98
     -0.39       0.38
     -0.61      -0.28
      1.00      -1.57
      0.25       0.66
     -0.85      -0.45
     -0.33      -1.64
     -1.59       0.66
     -1.10       0.35

      0.28      -0.72
      1.03      -0.98
     -1.10       0.31
     -0.61      -0.28
      1.00      -1.57
      0.25       0.66
     -0.85      -0.45
     -0.33      -1.64
     -1.59       0.66
     -0.39       0.43

     -0.98       0.44
      1.03      -0.98
      0.16      -0.85
     -0.61      -0.28
      1.00      -1.57
      0.25       0.66
     -0.85      -0.45
     -0.33      -1.64
     -1.59       0.66
     -0.39       0.43

     -0.98       0.44
      1.03      -0.98
      0.16      -0.85
     -0.61      -0.28
     -0.32      -1.46
      0.25       0.66
     -0.85      -0.45
      0.99      -1.75
     -1.59       0.66
     -0.39       0.43

      0.98       0.44
      1.03      -0.98
      0.16      -0.85
     -0.61      -0.28
     -0.32      -1.46
      0.25       0.66
     -0.85      -0.45
      0.99      -1.75
     -1.59       0.66
     -0.39       0.43

      0.98       0.44
      1.03      -0.98
     -0.05      -0.90
     -0.61      -0.28
     -0.32      -1.46
      0.25       0.66
     -0.85      -0.45
      0.99      -1.75
     -1.59       0.66
     -0.18       0.48

      0.98       0.44
      1.03      -0.98
      0.77       0.32
     -0.61      -0.28
     -0.32      -1.46
     -0.56      -0.56
     -0.85      -0.45
      0.99      -1.75
     -1.59       0.66
     -0.18       0.48

      0.98       0.44
      1.03      -0.98
     -0.01       0.02
     -0.61      -0.28
     -0.32      -1.46
     -0.56      -0.56
     -0.85      -0.45
      0.99      -1.75
     -1.59       0.66
      0.59       0.78

     -0.12      -0.72
      1.03      -0.98
     -0.01       0.02
     -0.61      -0.28
     -0.32      -1.46
     -0.56      -0.56
     -0.85      -0.45
      0.99      -1.75
     -0.49       1.83
      0.59       0.78

     -0.12      -0.72
      1.03      -0.98
     -0.01       0.02
     -0.61      -0.28
     -0.32      -1.46
     -0.56      -0.56
     -0.85      -0.45
      0.99       1.75
     -0.49       1.83
      0.59       0.78

     -0.12      -0.72
      1.03      -0.98
     -0.01       0.02
     -0.61      -0.28
     -0.32       1.46
     -0.56      -0.56
     -0.85      -0.45
      0.99       1.75
     -0.49       1.83
      0.59       0.78

     -0.12      -0.72
      1.03      -0.98
     -0.01       0.02
     -0.61      -0.28
     -0.32       1.46
     -0.56      -0.56
     -0.85      -0.45
      0.99       1.75
     -0.49      -1.83
      0.59       0.78

     -0.43      -0.44
      1.03      -0.98
      0.30      -0.27
     -0.61      -0.28
     -0.32       1.46
     -0.56      -0.56
     -0.85      -0.45
      0.99       1.75
     -0.49      -1.83
      0.59       0.78

     -0.43      -0.44
      1.03      -0.98
      0.30      -0.27
     -0.61      -0.28
     -0.32       1.46
      0.56      -0.56
     -0.85      -0.45
      0.99       1.75
     -0.49      -1.83
      0.59       0.78

     -0.43      -0.44
      1.03      -0.98
      0.30      -0.27
     -0.61      -0.28
     -0.32       1.46
      0.56      -0.56
     -1.05       0.37
      0.99       1.75
     -0.49      -1.83
      0.79      -0.04

     -0.43      -0.44
     -1.03      -0.98
      0.30      -0.27
     -0.61      -0.28
     -0.32       1.46
      0.56      -0.56
     -1.05       0.37
      0.99       1.75
     -0.49      -1.83
      0.79      -0.04

     -0.43      -0.44
      1.61       0.84
      0.30      -0.27
     -0.61      -0.28
     -0.32       1.46
      0.56      -0.56
     -1.05       0.37
     -1.65      -0.08
     -0.49      -1.83
      0.79      -0.04

     -0.43      -0.44
     -1.61       0.84
      0.30      -0.27
     -0.61      -0.28
     -0.32       1.46
      0.56      -0.56
     -1.05       0.37
     -1.65      -0.08
     -0.49      -1.83
      0.79      -0.04

     -0.43      -0.44
     -1.61       0.84
      0.30      -0.27
     -0.61      -0.28
      0.73       1.37
     -0.49      -0.47
     -1.05       0.37
     -1.65      -0.08
     -0.49      -1.83
      0.79      -0.04

      0.43      -0.44
     -1.61       0.84
      0.30      -0.27
     -0.61      -0.28
      0.73       1.37
     -0.49      -0.47
     -1.05       0.37
     -1.65      -0.08
     -0.49      -1.83
      0.79      -0.04

     -0.35      -1.90
     -1.61       0.84
      0.30      -0.27
     -0.61      -0.28
      0.73       1.37
     -0.49      -0.47
     -1.05       0.37
     -1.65      -0.08
      0.29      -0.36
      0.79      -0.04

     -0.35      -1.90
     -1.61       0.84
     -0.05       1.17
     -0.61      -0.28
      1.09      -0.07
     -0.49      -0.47
     -1.05       0.37
     -1.65      -0.08
      0.29      -0.36
      0.79      -0.04

     -0.35      -1.90
     -1.61       0.84
     -0.05       1.17
      0.63       0.30
      1.09      -0.07
     -0.49      -0.47
     -1.05       0.37
     -1.65      -0.08
      0.29      -0.36
     -0.45      -0.62

      0.35      -1.90
     -1.61       0.84
     -0.05       1.17
      0.63       0.30
      1.09      -0.07
     -0.49      -0.47
     -1.05       0.37
     -1.65      -0.08
      0.29      -0.36
     -0.45      -0.62

      0.35      -1.90
     -1.61       0.84
     -0.05       1.17
      0.63       0.30
      1.09      -0.07
      0.49      -0.47
     -1.05       0.37
     -1.65      -0.08
      0.29      -0.36
     -0.45      -0.62

     -0.83      -1.57
     -1.61       0.84
      1.12       0.84
      0.63       0.30
      1.09      -0.07
      0.49      -0.47
     -1.05       0.37
     -1.65      -0.08
      0.29      -0.36
     -0.45      -0.62

      0.83      -1.57
     -1.61       0.84
      1.12       0.84
      0.63       0.30
      1.09      -0.07
      0.49      -0.47
     -1.05       0.37
     -1.65      -0.08
      0.29      -0.36
     -0.45      -0.62

      0.83      -1.57
     -1.61       0.84
      1.12       0.84
      0.63       0.30
      1.09      -0.07
      0.49      -0.47
     -0.43       0.76
     -1.65      -0.08
     -0.34      -0.76
     -0.45      -0.62

      0.83      -1.57
     -1.61       0.84
      1.12       0.84
      0.63       0.30
     -1.65      -0.14
      0.49      -0.47
     -0.43       0.76
      1.09      -0.01
     -0.34      -0.76
     -0.45      -0.62

      0.83      -1.57
     -1.61       0.84
     -0.73       0.17
      0.63       0.30
     -1.65      -0.14
      0.49      -0.47
     -0.43       0.76
      1.09      -0.01
     -0.34      -0.76
      1.41       0.05

      0.83      -1.57
      0.90      -0.75
     -0.73       0.17
      0.63       0.30
     -1.65      -0.14
      0.49      -0.47
     -0.43       0.76
      1.09      -0.01
     -0.34      -0.76
     -1.10       1.64

      0.83      -1.57
      0.90      -0.75
     -0.73       0.17
      0.63       0.30
     -1.65      -0.14
      0.49      -0.47
     -0.43       0.76
      1.09      -0.01
     -0.34      -0.76
      1.10       1.64

      0.83      -1.57
      0.90      -0.75
     -0.73       0.17
      0.63       0.30
      0.07       0.56
     -1.23      -1.17
     -0.43       0.76
      1.09      -0.01
     -0.34      -0.76
      1.10       1.64

      0.83      -1.57
      0.90      -0.75
     -0.73       0.17
      0.63       0.30
      0.07       0.56
     -1.23      -1.17
     -0.43      -0.76
      1.09      -0.01
     -0.34      -0.76
      1.10       1.64

     -0.67      -0.32
      0.90      -0.75
     -0.73       0.17
      0.63       0.30
      1.57      -0.68
     -1.23      -1.17
     -0.43      -0.76
      1.09      -0.01
     -0.34      -0.76
      1.10       1.64

     -0.67      -0.32
      0.90      -0.75
     -0.73       0.17
      0.63       0.30
      1.57      -0.68
      1.23      -1.17
     -0.43      -0.76
      1.09      -0.01
     -0.34      -0.76
      1.10       1.64

     -0.67      -0.32
      1.22      -0.07
     -0.73       0.17
      0.63       0.30
      1.57      -0.68
      1.23      -1.17
     -0.43      -0.76
      0.77      -0.69
     -0.34      -0.76
      1.10       1.64

     -0.67      -0.32
      1.22      -0.07
     -0.08      -0.51
      0.63       0.30
      1.57      -0.68
      1.23      -1.17
     -0.43      -0.76
      0.77      -0.69
     -0.99      -0.08
      1.10       1.64

     -0.67      -0.32
      1.22      -0.07
     -0.08      -0.51
      0.63       0.30
      1.57      -0.68
      1.23      -1.17
     -0.43      -0.76
     -0.77      -0.69
     -0.99      -0.08
      1.10       1.64

     -0.67      -0.32
      1.22      -0.07
     -0.08      -0.51
      0.63       0.30
      1.57      -0.68
      1.23       1.17
     -0.43      -0.76
     -0.77      -0.69
     -0.99      -0.08
      1.10       1.64

     -0.67      -0.32
      1.22      -0.07
     -0.08      -0.51
      1.14       0.32
      1.57      -0.68
      1.23       1.17
     -0.43      -0.76
     -0.77      -0.69
     -0.99      -0.08
      0.60       1.63

     -0.67      -0.32
      1.22      -0.07
     -0.08      -0.51
      1.14       0.32
     -0.76      -0.82
      1.23       1.17
     -0.43      -0.76
      1.56      -0.55
     -0.99      -0.08
      0.60       1.63

     -0.92       0.30
      1.22      -0.07
     -0.08      -0.51
      1.14       0.32
     -0.76      -0.82
      1.48       0.55
     -0.43      -0.76
      1.56      -0.55
     -0.99      -0.08
      0.60       1.63

     -0.92       0.30
      1.22      -0.07
     -0.08      -0.51
      1.14       0.32
     -0.76      -0.82
      1.48       0.55
     -0.43      -0.76
      1.56      -0.55
      0.99      -0.08
      0.60       1.63

      0.92       0.30
      1.22      -0.07
     -0.08      -0.51
      1.14       0.32
     -0.76      -0.82
      1.48       0.55
     -0.43      -0.76
      1.56      -0.55
      0.99      -0.08
      0.60       1.63

      0.92       0.30
      1.22      -0.07
     -0.08      -0.51
      1.14       0.32
      1.47      -0.84
     -0.75       0.56
     -0.43      -0.76
      1.56      -0.55
      0.99      -0.08
      0.60       1.63

      0.92       0.30
      1.22      -0.07
     -0.08      -0.51
     -1.14       0.32
      1.47      -0.84
     -0.75       0.56
     -0.43      -0.76
      1.56      -0.55
      0.99      -0.08
      0.60       1.63

      0.45       1.19
      1.22      -0.07
     -0.08      -0.51
     -1.14       0.32
      1.47      -0.84
     -0.29      -0.33
     -0.43      -0.76
      1.56      -0.55
      0.99      -0.08
      0.60       1.63

      0.45       1.19
      1.22      -0.07
     -0.08      -0.51
      0.07      -0.06
      1.47      -0.84
     -0.29      -0.33
     -0.43      -0.76
      1.56      -0.55
      0.99      -0.08
     -0.62       2.01

      0.45       1.19
     -1.22      -0.07
     -0.08      -0.51
      0.07      -0.06
      1.47      -0.84
     -0.29      -0.33
     -0.43      -0.76
      1.56      -0.55
      0.99      -0.08
     -0.62       2.01

      0.45       1.19
     -1.22      -0.07
     -0.08      -0.51
      0.07      -0.06
      1.47      -0.84
     -0.29      -0.33
      0.52       0.33
      1.56      -0.55
      0.04      -1.17
     -0.62       2.01

     -0.60       0.75
     -1.22      -0.07
      0.98      -0.06
      0.07      -0.06
      1.47      -0.84
     -0.29      -0.33
      0.52       0.33
      1.56      -0.55
      0.04      -1.17
     -0.62       2.01

     -0.60       0.75
     -1.22      -0.07
      0.98      -0.06
      0.07      -0.06
      1.47      -0.84
     -0.29      -0.33
      0.52       0.33
      1.56      -0.55
      0.04      -1.17
     -0.62      -2.01

      0.60       0.75
     -1.22      -0.07
      0.98      -0.06
      0.07      -0.06
      1.47      -0.84
     -0.29      -0.33
      0.52       0.33
      1.56      -0.55
      0.04      -1.17
     -0.62      -2.01

      0.04      -1.17
     -1.22      -0.07
      0.98      -0.06
      0.07      -0.06
      1.47      -0.84
     -0.29      -0.33
      0.52       0.33
      1.56      -0.55
      0.61       0.75
     -0.62      -2.01

      0.04      -1.17
     -1.22      -0.07
      0.98      -0.06
      0.07      -0.06
      1.47       0.84
     -0.29      -0.33
      0.52       0.33
      1.56      -0.55
      0.61       0.75
     -0.62      -2.01

      0.04      -1.17
     -1.22      -0.07
      0.98      -0.06
      0.07      -0.06
      1.47       0.84
     -0.29      -0.33
      0.52       0.33
      1.56       0.55
      0.61       0.75
     -0.62      -2.01

      0.04      -1.17
     -1.22      -0.07
      0.98      -0.06
      0.07      -0.06
      1.47       0.84
     -0.29      -0.33
      0.52       0.33
     -1.56       0.55
      0.61       0.75
     -0.62      -2.01

     -0.27      -0.32
     -1.22      -0.07
      0.98      -0.06
      0.07      -0.06
      1.47       0.84
      0.02      -1.18
      0.52       0.33
     -1.56       0.55
      0.61       0.75
     -0.62      -2.01

      0.27      -0.32
     -1.22      -0.07
      0.98      -0.06
      0.07      -0.06
      1.47       0.84
      0.02      -1.18
      0.52       0.33
     -1.56       0.55
      0.61       0.75
     -0.62      -2.01

      0.27      -0.32
     -1.22      -0.07
      0.98      -0.06
      0.07      -0.06
      1.47       0.84
     -0.02      -1.18
      0.52       0.33
     -1.56       0.55
      0.61       0.75
     -0.62      -2.01

      0.27      -0.32
     -1.22      -0.07
      0.98      -0.06
      0.07      -0.06
     -1.48       1.20
     -0.02      -1.18
      0.52       0.33
      1.39       0.19
      0.61       0.75
     -0.62      -2.01

      0.27      -0.32
     -1.22      -0.07
      0.98      -0.06
      0.07      -0.06
     -1.48       1.20
     -0.02       1.18
      0.52       0.33
      1.39       0.19
      0.61       0.75
     -0.62      -2.01

     -0.21       1.12
     -1.22      -0.07
      0.98      -0.06
      0.07      -0.06
     -1.48       1.20
      0.45      -0.26
      0.52       0.33
      1.39       0.19
      0.61       0.75
     -0.62      -2.01

     -0.21       1.12
     -1.22      -0.07
      0.98      -0.06
      0.07      -0.06
     -1.48       1.20
      0.45      -0.26
      0.52       0.33
     -1.39       0.19
      0.61       0.75
     -0.62      -2.01

     -0.21       1.12
     -1.22      -0.07
     -0.34      -2.18
      0.07      -0.06
     -1.48       1.20
      0.45      -0.26
      0.52       0.33
     -1.39       0.19
      0.61       0.75
      0.70       0.11

     -0.21       1.12
     -0.78       0.87
     -0.34      -2.18
      0.07      -0.06
     -1.92       0.26
      0.45      -0.26
      0.52       0.33
     -1.39       0.19
      0.61       0.75
      0.70       0.11

     -0.21       1.12
     -0.78       0.87
     -1.87       0.29
      0.07      -0.06
     -0.39      -2.21
      0.45      -0.26
      0.52       0.33
     -1.39       0.19
      0.61       0.75
      0.70       0.11

     -0.21       1.12
     -0.78       0.87
     -1.87       0.29
      0.07      -0.06
     -0.39      -2.21
      0.45      -0.26
      0.77       0.60
     -1.39       0.19
      0.36       0.47
      0.70       0.11

      0.21       1.12
     -0.78       0.87
     -1.87       0.29
      0.07      -0.06
     -0.39      -2.21
      0.45      -0.26
      0.77       0.60
     -1.39       0.19
      0.36       0.47
      0.70       0.11

      0.21       1.12
     -0.46      -0.22
     -1.87       0.29
      0.07      -0.06
     -0.39      -2.21
      0.45      -0.26
      0.77       0.60
     -1.39       0.19
      0.36       0.47
      0.39       1.20

      0.21       1.12
     -0.46      -0.22
     -1.87       0.29
      0.07      -0.06
     -0.39      -2.21
      0.45       0.26
      0.77       0.60
     -1.39       0.19
      0.36       0.47
      0.39       1.20

      0.21       1.12
     -0.46      -0.22
     -1.87       0.29
     -0.07      -0.06
     -0.39      -2.21
      0.45       0.26
      0.77       0.60
     -1.39       0.19
      0.36       0.47
      0.39       1.20

      0.21       1.12
     -0.46      -0.22
     -1.87       0.29
     -0.07      -0.06
     -0.39       2.21
      0.45       0.26
      0.77       0.60
     -1.39       0.19
      0.36       0.47
      0.39       1.20

      0.21       1.12
     -0.46      -0.22
     -1.87       0.29
     -0.07      -0.06
     -0.39       2.21
      0.45       0.26
      0.77      -0.60
     -1.39       0.19
      0.36       0.47
      0.39       1.20

     -1.80       1.27
     -0.46      -0.22
      0.13       0.14
     -0.07      -0.06
     -0.39       2.21
      0.45       0.26
